PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-2021,Pest Control Workers,detailed,540,22.5,0.529,1.04,17.96,"37,350",6.3,10.92,15.10,17.45,20.95,24.85,"22,710","31,410","36,300","43,580","51,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-3011,Landscaping and Groundskeeping Workers,detailed,"5,080",10.1,5.017,0.77,15.50,"32,230",3.6,10.32,11.71,14.01,17.89,23.72,"21,470","24,350","29,130","37,210","49,330",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-3013,Tree Trimmers and Pruners,detailed,**,**,**,**,21.46,"44,640",4.6,18.15,19.66,21.19,22.73,24.30,"37,750","40,880","44,080","47,280","50,540",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-3019,"Grounds Maintenance Workers, All Other",detailed,**,**,**,**,20.25,"42,110",9.0,13.02,14.61,17.40,26.85,32.64,"27,090","30,390","36,180","55,850","67,880",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-0000,Personal Care and Service Occupations,major,"25,190",5.1,24.900,0.80,14.17,"29,480",2.4,9.26,10.06,12.10,16.03,21.60,"19,270","20,930","25,160","33,350","44,930",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-1011,Gaming Supervisors,detailed,**,**,**,**,22.63,"47,080",3.3,13.94,17.07,22.86,26.89,29.17,"29,000","35,500","47,540","55,920","60,670",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-1021,First-Line Supervisors of Personal Service Workers,detailed,970,14.5,0.955,0.74,18.79,"39,090",5.5,9.52,14.00,16.86,21.48,32.20,"19,800","29,130","35,070","44,680","66,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-2011,Animal Trainers,detailed,40,23.9,0.038,0.44,18.25,"37,970",15.9,10.27,11.47,13.99,23.54,33.73,"21,360","23,860","29,110","48,970","70,170",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-2021,Nonfarm Animal Caretakers,detailed,930,13.2,0.923,0.73,15.01,"31,230",5.9,9.60,10.61,12.97,18.13,23.99,"19,980","22,070","26,970","37,720","49,900",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-3011,Gaming Dealers,detailed,450,29.3,0.445,0.65,10.84,"22,540",3.8,9.30,9.60,10.50,11.45,12.02,"19,340","19,970","21,850","23,810","24,990",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"1,330",25.3,1.312,1.59,10.62,"22,090",2.1,9.13,9.25,9.67,11.52,13.66,"18,990","19,230","20,120","23,950","28,420",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-3091,Amusement and Recreation Attendants,detailed,"1,890",12.9,1.872,0.94,11.72,"24,390",5.4,9.11,9.24,10.26,12.13,19.04,"18,950","19,220","21,350","25,230","39,600",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,60,29.8,0.057,0.45,13.28,"27,620",3.9,9.40,10.48,12.58,15.60,18.34,"19,550","21,790","26,160","32,440","38,140",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,**,**,**,**,14.96,"31,120",26.8,9.83,10.70,12.22,13.95,30.10,"20,450","22,250","25,410","29,010","62,610",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-4021,Funeral Attendants,detailed,**,**,**,**,15.86,"32,990",8.4,10.38,11.73,16.64,18.59,21.03,"21,600","24,390","34,610","38,660","43,740",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"2,530",10.2,2.497,0.99,12.87,"26,780",5.3,9.25,9.80,11.01,13.96,18.71,"19,230","20,390","22,900","29,040","38,920",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-5092,Manicurists and Pedicurists,detailed,"1,260",19.7,1.247,2.05,11.44,"23,790",6.5,9.15,9.31,11.57,13.36,14.33,"19,030","19,360","24,050","27,800","29,800",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-5094,Skincare Specialists,detailed,**,**,**,**,16.31,"33,930",8.9,9.54,12.80,15.61,17.88,20.76,"19,840","26,620","32,470","37,200","43,180",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-6011,Baggage Porters and Bellhops,detailed,170,27.3,0.164,0.48,13.05,"27,130",3.0,9.39,10.56,12.77,14.55,16.93,"19,530","21,960","26,560","30,260","35,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-6012,Concierges,detailed,100,24.7,0.098,0.43,15.06,"31,330",4.3,11.96,13.05,14.85,17.14,18.50,"24,880","27,150","30,890","35,640","38,480",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-7011,Tour Guides and Escorts,detailed,**,**,**,**,15.61,"32,470",3.5,9.40,13.24,16.37,18.10,20.80,"19,550","27,540","34,050","37,640","43,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9011,Childcare Workers,detailed,"2,990",19.0,2.954,0.71,14.10,"29,320",3.2,9.32,10.91,14.16,17.06,18.66,"19,380","22,690","29,440","35,480","38,820",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9021,Personal Care Aides,detailed,"6,430",12.0,6.352,0.64,11.99,"24,940",2.1,9.61,10.34,11.55,13.50,14.84,"19,990","21,500","24,020","28,070","30,870",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9031,Fitness Trainers and Aerobics Instructors,detailed,"2,370",16.0,2.337,1.36,22.04,"45,850",11.8,9.21,9.42,18.39,31.37,40.31,"19,150","19,600","38,260","65,240","83,840",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9032,Recreation Workers,detailed,"2,390",21.2,2.362,0.97,17.06,"35,470",5.3,9.71,12.60,16.83,21.40,23.65,"20,190","26,220","35,000","44,520","49,180",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9041,Residential Advisors,detailed,160,26.0,0.156,0.21,15.12,"31,440",4.9,9.16,12.52,14.77,17.26,18.86,"19,050","26,030","30,710","35,900","39,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-9099,"Personal Care and Service Workers, All Other",detailed,**,**,**,**,11.78,"24,500",5.8,9.65,10.13,10.94,11.74,14.64,"20,070","21,080","22,750","24,420","30,460",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-0000,Sales and Related Occupations,major,"88,110",3.7,87.076,0.83,26.21,"54,520",2.6,9.91,11.29,17.01,32.50,56.55,"20,610","23,490","35,370","67,600","117,630",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"5,570",5.0,5.505,0.64,24.43,"50,820",3.9,13.32,16.90,21.90,28.69,36.86,"27,710","35,150","45,560","59,680","76,670",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"1,930",8.2,1.902,1.06,51.86,"107,880",4.5,20.58,27.03,38.90,65.49,#,"42,810","56,230","80,910","136,220",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-2011,Cashiers,detailed,"18,620",6.4,18.407,0.73,12.25,"25,470",1.8,9.32,9.84,10.99,12.98,18.85,"19,370","20,470","22,870","27,010","39,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-2012,Gaming Change Persons and Booth Cashiers,detailed,**,**,**,**,11.12,"23,140",3.8,9.93,10.35,11.05,11.75,12.25,"20,660","21,530","22,990","24,440","25,480",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-2021,Counter and Rental Clerks,detailed,"3,840",8.1,3.793,1.17,16.02,"33,330",3.1,10.02,11.27,14.23,18.61,25.84,"20,830","23,450","29,600","38,710","53,750",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-2022,Parts Salespersons,detailed,930,14.9,0.919,0.53,17.90,"37,220",3.2,11.22,12.99,16.21,22.04,27.85,"23,330","27,020","33,720","45,840","57,920",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-2031,Retail Salespersons,detailed,"23,850",4.8,23.567,0.70,14.30,"29,740",2.0,9.73,10.55,11.92,15.21,21.31,"20,250","21,940","24,790","31,630","44,320",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-3011,Advertising Sales Agents,detailed,650,17.9,0.639,0.59,36.87,"76,690",8.3,17.85,24.71,29.71,41.54,76.77,"37,120","51,390","61,800","86,410","159,680",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-3021,Insurance Sales Agents,detailed,"1,100",24.6,1.082,0.39,44.04,"91,600",9.7,16.39,22.34,37.04,57.97,86.43,"34,080","46,470","77,040","120,580","179,780",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"1,970",12.4,1.949,0.84,33.44,"69,550",9.9,15.92,18.55,25.92,38.50,51.86,"33,110","38,580","53,910","80,070","107,870",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-3041,Travel Agents,detailed,610,38.8,0.607,1.26,17.92,"37,260",3.7,10.33,12.98,16.07,22.82,27.99,"21,490","26,990","33,430","47,460","58,230",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-3099,"Sales Representatives, Services, All Other",detailed,"10,330",26.1,10.207,1.59,41.77,"86,880",2.8,17.79,26.02,36.34,52.56,71.69,"37,000","54,120","75,580","109,330","149,120",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"6,480",7.5,6.409,2.65,56.30,"117,110",2.2,27.80,35.05,50.86,70.09,#,"57,810","72,900","105,800","145,790",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"5,850",8.8,5.782,0.57,35.36,"73,550",2.7,15.16,22.27,31.97,42.01,60.12,"31,520","46,320","66,490","87,380","125,040",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9011,Demonstrators and Product Promoters,detailed,660,23.6,0.656,1.08,14.64,"30,460",4.5,9.85,11.20,13.70,16.85,21.28,"20,480","23,290","28,490","35,040","44,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9021,Real Estate Brokers,detailed,160,41.4,0.162,0.58,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9022,Real Estate Sales Agents,detailed,720,20.3,0.714,0.65,26.58,"55,290",6.3,14.93,20.48,26.12,30.29,37.43,"31,060","42,590","54,330","63,010","77,860",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9031,Sales Engineers,detailed,"3,070",9.6,3.029,5.79,65.91,"137,080",8.1,38.51,45.54,59.79,75.61,#,"80,110","94,730","124,350","157,260",#,,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9041,Telemarketers,detailed,390,29.8,0.383,0.23,17.42,"36,230",4.7,9.69,11.67,15.85,20.77,28.59,"20,150","24,270","32,970","43,210","59,460",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,**,**,**,**,16.14,"33,570",6.0,12.98,15.51,16.69,17.88,18.59,"27,000","32,260","34,720","37,180","38,660",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-9099,"Sales and Related Workers, All Other",detailed,950,10.3,0.936,1.53,23.37,"48,610",5.0,12.01,15.24,18.70,28.27,37.77,"24,970","31,690","38,900","58,810","78,550",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-0000,Office and Administrative Support Occupations,major,"129,940",3.2,128.421,0.81,23.07,"48,000",1.4,11.72,15.43,21.39,28.51,36.88,"24,380","32,100","44,500","59,300","76,710",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"8,420",3.4,8.323,0.81,34.63,"72,030",2.5,19.77,24.46,32.80,43.15,53.95,"41,120","50,870","68,230","89,750","112,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-2011,"Switchboard Operators, Including Answering Service",detailed,570,15.8,0.565,0.78,16.82,"34,980",3.9,11.39,13.19,15.78,19.48,24.53,"23,690","27,430","32,820","40,520","51,020",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3011,Bill and Account Collectors,detailed,"1,910",22.2,1.885,0.81,24.95,"51,890",1.4,14.17,18.28,24.09,31.18,36.82,"29,460","38,030","50,110","64,850","76,590",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3021,Billing and Posting Clerks,detailed,"2,340",8.0,2.313,0.65,22.98,"47,790",2.7,15.86,18.41,22.16,27.22,33.01,"32,990","38,290","46,090","56,620","68,650",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"9,770",5.3,9.652,0.84,23.98,"49,870",1.6,13.78,18.56,23.08,29.13,35.98,"28,650","38,610","48,020","60,600","74,840",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3051,Payroll and Timekeeping Clerks,detailed,"1,270",11.8,1.254,1.04,26.76,"55,660",2.1,16.26,20.06,26.13,32.32,37.39,"33,830","41,730","54,360","67,230","77,780",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3061,Procurement Clerks,detailed,750,46.7,0.746,1.44,26.49,"55,110",3.9,16.05,20.42,25.54,29.37,39.83,"33,380","42,460","53,130","61,090","82,850",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3071,Tellers,detailed,"1,880",9.0,1.856,0.51,15.31,"31,850",2.2,12.28,13.07,14.38,17.03,20.82,"25,540","27,180","29,910","35,430","43,300",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-3099,"Financial Clerks, All Other",detailed,210,42.2,0.204,0.81,21.26,"44,210",2.6,15.32,17.64,20.87,23.58,28.68,"31,860","36,700","43,420","49,050","59,650",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4011,Brokerage Clerks,detailed,190,37.2,0.185,0.44,30.25,"62,910",3.6,18.91,23.91,31.40,35.76,39.36,"39,340","49,730","65,320","74,380","81,860",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4031,"Court, Municipal, and License Clerks",detailed,300,5.0,0.294,0.31,21.21,"44,110",6.6,14.62,14.63,21.19,21.79,31.55,"30,420","30,430","44,080","45,320","65,610",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,80,28.7,0.083,0.27,21.00,"43,680",7.1,10.60,15.97,19.62,26.34,33.21,"22,060","33,220","40,810","54,790","69,090",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4051,Customer Service Representatives,detailed,"12,950",8.8,12.802,0.68,23.24,"48,330",2.9,11.99,15.41,21.08,28.45,36.48,"24,930","32,050","43,850","59,170","75,880",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4061,"Eligibility Interviewers, Government Programs",detailed,**,**,**,**,25.10,"52,200",3.0,20.06,22.38,24.78,27.79,30.49,"41,720","46,560","51,540","57,790","63,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4071,File Clerks,detailed,900,15.7,0.889,0.87,16.08,"33,440",5.6,9.95,10.90,13.68,19.16,26.40,"20,700","22,680","28,450","39,850","54,900",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"1,230",6.6,1.214,0.69,13.02,"27,070",3.4,9.62,10.44,11.81,14.93,17.92,"20,020","21,700","24,570","31,050","37,270",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4111,"Interviewers, Except Eligibility and Loan",detailed,940,20.8,0.928,0.70,20.97,"43,610",9.4,9.24,11.16,23.16,28.10,31.31,"19,220","23,210","48,180","58,450","65,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4121,"Library Assistants, Clerical",detailed,770,37.3,0.763,1.05,18.06,"37,550",9.1,10.89,13.56,19.18,22.22,24.14,"22,650","28,200","39,890","46,230","50,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4131,Loan Interviewers and Clerks,detailed,"1,080",26.2,1.065,0.68,22.91,"47,660",4.0,15.06,19.34,22.73,27.15,30.88,"31,330","40,220","47,290","56,480","64,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4141,New Accounts Clerks,detailed,360,26.5,0.354,1.00,23.30,"48,450",4.6,18.47,20.58,23.06,26.68,29.15,"38,420","42,800","47,950","55,490","60,640",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4151,Order Clerks,detailed,"1,480",41.1,1.460,1.08,21.63,"44,990",2.7,11.57,15.78,21.19,26.61,32.76,"24,070","32,820","44,080","55,340","68,150",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"1,150",23.4,1.141,1.13,23.72,"49,330",1.5,15.08,19.31,23.76,28.25,32.30,"31,370","40,170","49,420","58,770","67,190",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4171,Receptionists and Information Clerks,detailed,"5,050",6.5,4.987,0.70,17.28,"35,950",1.9,11.93,13.47,16.30,19.68,26.12,"24,800","28,010","33,900","40,940","54,330",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,300,19.8,0.297,0.30,19.37,"40,290",2.9,13.12,15.35,19.42,23.20,26.75,"27,290","31,930","40,400","48,260","55,640",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-4199,"Information and Record Clerks, All Other",detailed,990,18.6,0.981,0.76,20.75,"43,160",4.6,12.74,14.63,19.82,25.52,30.97,"26,510","30,420","41,230","53,080","64,410",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5011,Cargo and Freight Agents,detailed,200,33.7,0.194,0.33,18.57,"38,620",5.8,11.48,15.60,17.84,21.74,27.26,"23,880","32,440","37,100","45,230","56,700",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5021,Couriers and Messengers,detailed,810,23.3,0.802,1.51,18.48,"38,440",4.4,11.31,13.80,17.78,23.20,27.57,"23,520","28,700","36,980","48,260","57,350",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,370,8.2,0.365,0.53,37.83,"78,680",2.3,26.80,32.15,37.39,44.50,49.35,"55,750","66,880","77,780","92,550","102,640",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,850,9.0,0.837,0.59,21.72,"45,180",3.0,13.37,15.84,19.81,26.55,34.41,"27,800","32,950","41,200","55,230","71,580",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5041,"Meter Readers, Utilities",detailed,270,13.0,0.264,1.04,25.02,"52,040",3.5,17.49,20.22,22.99,31.02,35.78,"36,370","42,060","47,830","64,510","74,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5051,Postal Service Clerks,detailed,330,0.0,0.325,0.57,24.75,"51,480",4.7,15.64,26.85,27.30,27.31,27.88,"32,520","55,850","56,790","56,800","57,980",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5052,Postal Service Mail Carriers,detailed,"1,710",0.0,1.691,0.74,26.04,"54,170",4.7,15.69,27.46,28.50,28.51,28.51,"32,630","57,120","59,290","59,300","59,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,570,0.0,0.565,0.71,25.23,"52,470",5.3,15.63,26.16,26.78,27.30,27.31,"32,520","54,420","55,700","56,790","56,800",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5061,"Production, Planning, and Expediting Clerks",detailed,"3,600",6.1,3.563,1.59,32.25,"67,080",2.3,16.68,22.82,30.42,40.18,49.34,"34,700","47,470","63,270","83,570","102,620",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"4,840",6.1,4.786,0.98,17.59,"36,590",1.3,11.11,13.15,16.56,21.31,25.69,"23,100","27,350","34,440","44,320","53,430",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5081,Stock Clerks and Order Fillers,detailed,"11,540",7.3,11.405,0.81,14.97,"31,150",1.7,9.90,11.03,13.79,18.10,22.39,"20,590","22,950","28,670","37,650","46,580",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,420,17.9,0.412,0.82,14.16,"29,450",4.1,9.65,10.73,12.72,15.05,21.12,"20,080","22,320","26,460","31,310","43,930",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"10,100",5.5,9.981,2.07,33.22,"69,110",2.4,21.83,26.56,32.25,39.07,46.78,"45,410","55,240","67,070","81,260","97,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-6012,Legal Secretaries,detailed,"1,080",17.8,1.064,0.72,32.55,"67,700",4.2,19.83,25.81,32.20,39.90,46.16,"41,250","53,690","66,980","82,990","96,010",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-6013,Medical Secretaries,detailed,"4,700",9.0,4.643,1.21,24.17,"50,270",4.4,14.02,18.90,23.48,28.15,37.44,"29,160","39,300","48,840","58,550","77,870",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"11,280",5.0,11.148,0.67,22.03,"45,830",1.6,13.12,16.66,21.10,26.55,32.27,"27,280","34,660","43,890","55,230","67,130",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9011,Computer Operators,detailed,240,23.7,0.239,0.64,24.46,"50,880",4.5,13.17,19.13,25.97,29.49,33.76,"27,390","39,800","54,010","61,340","70,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9021,Data Entry Keyers,detailed,820,17.5,0.810,0.56,14.86,"30,910",3.1,9.86,11.16,13.93,17.62,21.92,"20,510","23,210","28,970","36,650","45,600",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9022,Word Processors and Typists,detailed,240,19.4,0.233,0.47,24.20,"50,330",7.5,11.16,16.58,21.33,31.43,37.59,"23,210","34,480","44,360","65,380","78,200",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9031,Desktop Publishers,detailed,80,35.5,0.078,0.81,28.80,"59,910",4.9,9.63,21.23,29.57,36.92,44.33,"20,020","44,160","61,500","76,790","92,210",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9041,Insurance Claims and Policy Processing Clerks,detailed,"1,270",14.4,1.260,0.66,20.11,"41,830",5.6,11.06,15.36,20.07,24.73,29.60,"23,000","31,960","41,740","51,430","61,580",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,210,22.1,0.203,0.29,17.64,"36,680",4.9,12.26,13.83,17.18,21.60,24.34,"25,490","28,760","35,730","44,920","50,640",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9061,"Office Clerks, General",detailed,"14,290",7.2,14.123,0.66,19.84,"41,270",2.1,10.83,13.80,18.52,25.29,30.27,"22,530","28,710","38,510","52,600","62,970",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9071,"Office Machine Operators, Except Computer",detailed,310,23.9,0.311,0.68,17.74,"36,900",5.0,10.19,12.59,17.34,22.15,26.29,"21,200","26,190","36,060","46,070","54,690",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9081,Proofreaders and Copy Markers,detailed,60,28.5,0.057,0.73,19.16,"39,850",14.5,10.45,11.76,17.34,23.24,33.36,"21,730","24,460","36,060","48,330","69,390",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-9199,"Office and Administrative Support Workers, All Other",detailed,"3,910",32.3,3.860,2.22,21.38,"44,470",3.9,11.54,14.85,18.55,26.53,32.49,"24,000","30,900","38,580","55,180","67,570",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,510",7.1,2.483,0.75,12.67,"26,360",7.9,9.14,9.28,10.41,13.21,18.13,"19,020","19,310","21,660","27,470","37,720",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,90,21.2,0.086,0.62,24.82,"51,640",6.2,15.01,18.39,23.40,30.64,35.72,"31,220","38,260","48,670","63,740","74,310",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-2011,Agricultural Inspectors,detailed,**,**,**,**,20.91,"43,500",17.8,13.20,13.72,23.79,27.34,29.60,"27,460","28,530","49,490","56,860","61,570",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-2091,Agricultural Equipment Operators,detailed,90,4.0,0.086,0.43,33.17,"68,990",13.5,12.72,17.39,38.43,44.22,49.64,"26,450","36,180","79,940","91,970","103,260",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"2,120",6.8,2.097,1.06,11.08,"23,040",3.6,9.13,9.25,10.13,11.66,15.58,"19,000","19,250","21,060","24,240","32,410",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,50,21.1,0.049,0.20,14.26,"29,670",12.2,9.29,9.65,13.75,17.17,21.31,"19,320","20,060","28,600","35,720","44,320",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-0000,Construction and Extraction Occupations,major,"33,540",3.9,33.152,0.83,29.86,"62,110",1.7,15.63,20.53,27.98,37.15,47.94,"32,500","42,710","58,200","77,270","99,720",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"2,990",7.6,2.951,0.79,42.49,"88,370",2.7,25.64,31.10,40.05,54.47,63.08,"53,340","64,690","83,290","113,300","131,220",,
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-2021,Brickmasons and Blockmasons,detailed,450,32.5,0.448,1.01,27.58,"57,370",7.3,19.16,20.88,23.82,34.42,41.05,"39,850","43,420","49,550","71,600","85,380",,
