,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
397366,Gregg County,122015,59603,62412,45510,46900,11709,13144,590,552,729,727,63,44,1002,1045,10792,9401
397518,Grimes County,26614,14489,12125,11539,9972,2609,1832,112,85,35,39,10,6,184,191,3175,2475
397670,Guadalupe County,132560,65251,67309,57944,59297,4528,4535,597,632,758,1283,110,133,1314,1429,23443,23937
397822,Hale County,36346,18795,17551,16967,16149,1277,839,249,276,97,75,26,16,179,196,10527,9881
397974,Hall County,3352,1653,1699,1487,1549,138,112,13,17,4,4,1,1,10,16,554,533
398126,Hamilton County,8488,4176,4312,4015,4194,35,20,74,50,18,22,1,0,33,26,461,408
398278,Hansford County,5602,2799,2803,2711,2709,24,20,39,42,6,9,0,0,19,23,1272,1161
398430,Hardeman County,4156,2057,2099,1846,1934,144,111,15,14,7,6,0,0,45,34,467,434
398582,Hardin County,54811,27031,27780,24960,25524,1518,1706,132,118,126,164,3,5,292,263,1278,1148
398734,Harris County,4108187,2044975,2063212,1480640,1448310,375586,424891,24726,22223,130297,133517,2721,2641,31005,31630,863153,817855
398886,Harrison County,65704,32294,33410,24413,24654,6795,7752,424,363,184,198,43,21,435,422,3934,3397
399038,Hartley County,6055,3697,2358,3234,2299,415,11,10,17,18,14,1,2,19,15,1011,449
399190,Haskell County,5880,3087,2793,2846,2623,144,97,28,19,20,11,0,0,49,43,753,668
399342,Hays County,158275,78844,79431,72094,72973,3204,2820,977,906,959,1112,139,105,1471,1515,27952,28120
399494,Hemphill County,3797,1920,1877,1878,1830,5,4,10,16,15,9,0,3,12,15,587,498
399646,Henderson County,78656,38550,40106,34957,36534,2488,2500,298,287,146,203,24,26,637,556,4417,4124
399798,Hidalgo County,779143,379084,400059,368838,390158,3198,2292,1667,1894,3828,4300,100,140,1453,1275,342132,364199
399950,Hill County,35129,17229,17900,15725,16183,1057,1243,134,109,63,78,14,17,236,270,3369,3076
400102,Hockley County,22858,11266,11592,10527,10839,441,443,130,157,41,36,5,3,122,114,4948,5045
400254,Hood County,51282,25233,26049,24404,25244,163,110,223,202,137,194,18,24,288,275,2813,2466
400406,Hopkins County,35202,17446,17756,15644,15871,1233,1302,167,146,94,97,14,17,294,323,2924,2475
400558,Houston County,23693,12740,10953,8969,7975,3535,2726,74,62,46,64,1,0,115,126,1542,819
400710,Howard County,35009,19726,15283,17133,14094,1772,667,315,179,231,116,14,6,261,221,7700,5602
400862,Hudspeth County,3464,1746,1718,1667,1639,32,24,18,22,10,13,0,0,19,20,1367,1392
401014,Hunt County,86337,42787,43550,37379,37881,3532,3754,527,489,467,509,91,81,791,836,6246,5559
401166,Hutchinson County,22204,11098,11106,10305,10316,335,286,191,226,42,57,4,5,221,216,2257,2162
401318,Irion County,1609,819,790,796,772,6,5,2,5,1,2,0,0,14,6,218,200
401470,Jack County,9014,5002,4012,4607,3884,305,39,42,33,15,16,3,6,30,34,779,496
401622,Jackson County,14077,6960,7117,6313,6421,481,545,41,36,28,30,1,4,96,81,2091,2010
401774,Jasper County,35799,17592,18207,14258,14624,2911,3088,111,114,107,109,5,13,200,259,1163,892
401926,Jeff Davis County,2345,1192,1153,1140,1109,20,13,11,6,2,5,1,0,18,20,404,389
402078,Jefferson County,252451,129078,123373,78274,72645,42907,43712,1314,1042,4785,4223,102,81,1696,1670,24574,18674
402230,Jim Hogg County,5286,2605,2681,2551,2643,19,5,15,8,7,11,0,0,13,14,2395,2493
402382,Jim Wells County,40892,20136,20756,19566,20269,158,114,191,159,92,98,12,4,117,112,15893,16424
402534,Johnson County,151259,75668,75591,70717,71082,2326,1910,717,667,496,594,271,287,1141,1051,14504,13035
402686,Jones County,20223,12423,7800,9839,7251,2185,333,148,81,86,48,1,0,164,87,3435,1616
402838,Karnes County,14861,8866,5995,7411,5750,1331,123,73,57,20,23,1,1,30,41,4325,3089
402990,Kaufman County,103882,51074,52808,44112,45139,5234,5777,485,483,443,535,22,18,778,856,9094,8688
403142,Kendall County,33645,16417,17228,15826,16652,124,103,116,104,103,153,13,8,235,208,3516,3381
403294,Kenedy County,418,219,199,209,192,7,2,2,4,1,0,0,0,0,1,169,150
403446,Kent County,809,393,416,381,401,3,6,2,5,0,0,0,0,7,4,66,56
403598,Kerr County,49648,24058,25590,22682,24282,542,413,250,245,189,237,23,13,372,400,6027,5925
403750,Kimble County,4589,2275,2314,2215,2272,13,5,27,15,9,11,1,4,10,7,550,524
403902,King County,288,141,147,138,143,0,0,2,1,0,0,0,0,1,3,25,17
404054,Kinney County,3595,1957,1638,1876,1566,37,30,14,15,6,7,4,4,20,16,1148,846
404206,Kleberg County,32058,16338,15720,14766,14426,757,589,139,125,477,344,21,22,178,214,11160,11320
404358,Knox County,3723,1850,1873,1685,1709,106,122,21,16,4,3,1,2,33,21,567,543
404510,Lamar County,49812,24051,25761,19849,20933,3109,3623,392,386,136,187,5,5,560,627,1672,1583
404662,Lamb County,14000,6973,7027,6437,6450,323,345,121,125,10,20,0,3,82,84,3711,3569
404814,Lampasas County,19755,9754,10001,8962,9130,345,338,95,111,78,148,25,16,249,258,1784,1699
404966,La Salle County,6901,4110,2791,4032,2740,32,16,27,13,4,4,0,1,15,17,3589,2340
405118,Lavaca County,19241,9409,9832,8583,8949,658,709,42,50,20,35,8,9,98,80,1578,1519
405270,Lee County,16604,8404,8200,7175,7102,975,863,87,86,35,29,19,12,113,108,1973,1768
405422,Leon County,16745,8349,8396,7609,7538,581,649,45,55,33,65,1,2,80,87,1203,1059
405574,Liberty County,75857,37309,38548,32275,32962,3974,4448,348,362,192,220,24,40,496,516,7148,6617
405726,Limestone County,23467,12162,11305,9708,8877,2134,2094,125,103,51,51,6,5,138,175,2576,1934
405878,Lipscomb County,3284,1654,1630,1567,1540,26,13,26,34,3,7,2,3,30,33,528,473
406030,Live Oak County,11547,6196,5351,5549,5204,493,33,70,48,39,23,3,1,42,42,2154,1933
406182,Llano County,19343,9342,10001,9073,9695,70,63,67,78,27,56,3,3,102,106,749,824
406334,Loving County,83,46,37,43,36,0,0,3,1,0,0,0,0,0,0,10,9
406486,Lubbock County,280256,138543,141713,120919,123912,10858,11111,1482,1457,3102,3020,146,182,2036,2031,45031,44883
406638,Lynn County,5902,2943,2959,2774,2804,75,56,52,50,7,8,1,0,34,41,1413,1337
406790,McCulloch County,8226,4027,4199,3840,4018,88,87,40,39,17,15,0,1,42,39,1257,1214
406942,McLennan County,235939,114745,121194,93266,96631,16724,19162,1255,1296,1598,1949,116,106,1786,2050,28397,27541
407094,McMullen County,712,367,345,349,334,5,3,0,0,0,3,0,0,13,5,146,123
407246,Madison County,13742,7923,5819,5886,4664,1826,973,71,61,48,44,4,2,88,75,1778,948
407398,Marion County,10497,5142,5355,3914,3887,1049,1278,44,59,29,25,1,2,105,104,170,163
407550,Martin County,4816,2414,2402,2315,2302,52,49,15,18,7,7,1,2,24,24,1062,1043
407702,Mason County,4015,1973,2042,1930,2001,9,12,11,10,2,5,7,3,14,11,458,418
407854,Matagorda County,36705,18369,18336,15451,15255,2077,2270,209,207,384,375,23,17,225,212,7264,6893
408006,Maverick County,54487,26584,27903,25969,27289,95,86,342,342,102,108,3,3,73,75,25322,26791
408158,Medina County,46132,23743,22389,22137,21522,890,222,203,206,195,160,31,20,287,259,11787,11184
408310,Menard County,2236,1131,1105,1103,1077,10,5,10,21,2,1,0,0,6,1,411,388
408462,Midland County,136990,67346,69644,60242,62148,4564,4928,706,699,932,933,48,51,854,885,25753,26175
408614,Milam County,24687,12182,12505,10636,10887,1217,1319,142,114,54,57,3,0,130,128,2939,2834
408766,Mills County,4950,2457,2493,2390,2432,20,16,17,22,5,6,1,0,24,17,439,393
408918,Mitchell County,9417,5756,3661,4537,3417,1021,140,85,46,38,13,2,2,73,43,2264,1236
409070,Montague County,19713,9652,10061,9374,9741,40,29,103,124,25,40,2,2,108,125,963,967
409222,Montgomery County,459336,227623,231713,207026,209616,9818,10512,2392,2320,4717,5494,253,235,3417,3536,49364,46422
409374,Moore County,22001,11396,10605,9891,9597,287,140,195,157,874,593,28,9,121,109,6037,5532
409526,Morris County,12915,6240,6675,4682,4855,1363,1614,55,66,25,35,7,6,108,99,537,481
409678,Motley County,1210,613,597,588,578,15,9,8,9,0,1,0,0,2,0,86,81
409830,Nacogdoches County,64667,30859,33808,24413,25895,5288,6629,294,290,387,459,17,12,460,523,5871,5538
409982,Navarro County,47852,23680,24172,19450,19747,3276,3521,262,232,159,179,202,192,331,301,5933,5501
410134,Newton County,14429,7447,6982,5737,5468,1554,1338,40,40,27,36,1,0,88,100,242,175
410286,Nolan County,15246,7593,7653,7014,7075,371,375,70,71,38,43,0,3,100,86,2540,2585
410438,Nueces County,340314,167120,173194,153506,158932,7294,7111,1358,1339,2695,3451,214,192,2053,2169,100797,106156
410590,Ochiltree County,10173,5204,4969,5036,4806,27,26,68,69,19,18,1,3,53,47,2639,2315
410742,Oldham County,2050,1034,1016,975,948,32,35,8,7,5,13,0,0,14,13,125,122
410894,Orange County,82010,40797,41213,36172,36354,3396,3638,263,225,399,440,29,26,538,530,2599,2230
411046,Palo Pinto County,28060,13789,14271,13101,13565,326,313,127,108,59,98,11,11,165,176,2541,2460
411198,Panola County,23785,11784,12001,9608,9673,1854,2031,60,72,41,43,5,6,216,176,1065,910
411350,Parker County,117328,59504,57824,56255,55515,1489,563,541,499,308,396,33,21,878,830,6825,5668
411502,Parmer County,10274,5265,5009,5043,4805,69,69,68,67,18,23,19,10,48,35,3223,2972
411654,Pecos County,15529,8759,6770,8017,6521,545,63,81,73,59,55,5,2,52,56,5583,4854
411806,Polk County,45477,24343,21134,20140,18211,3319,2022,499,472,82,124,15,17,288,288,3647,2388
411958,Potter County,121415,62173,59242,50252,49306,7410,5587,757,715,2615,2477,60,55,1079,1102,22316,20632
412110,Presidio County,7876,3862,4014,3720,3888,33,23,45,38,38,45,0,0,26,20,3165,3403
412262,Rains County,10930,5499,5431,5196,5136,148,127,56,61,25,33,0,1,74,73,447,388
412414,Randall County,121197,59029,62168,54911,58415,1727,1382,528,491,863,945,38,35,962,900,10001,10121
412566,Reagan County,3348,1732,1616,1635,1535,52,33,19,16,5,3,0,0,21,29,1078,958
412718,Real County,3320,1642,1678,1574,1608,11,12,23,29,1,1,6,6,27,22,421,404
412870,Red River County,12854,6264,6590,5026,5186,1042,1223,73,68,17,12,0,1,106,100,447,406
413022,Reeves County,13816,8311,5505,7556,5243,599,120,39,46,85,45,4,5,28,46,5841,4428
413174,Refugio County,7360,3663,3697,3312,3383,255,233,33,23,22,19,0,0,41,39,1725,1774
413326,Roberts County,925,469,456,460,447,0,1,1,2,0,2,0,0,8,4,38,31
413478,Robertson County,16571,8208,8363,6296,6206,1683,1935,75,76,59,52,2,1,93,93,1519,1475
413630,Rockwall County,78960,38839,40121,34727,35708,2290,2385,267,308,903,1080,34,31,618,609,6430,6191
413782,Runnels County,10505,5200,5305,4957,5063,122,101,65,68,18,26,1,2,37,45,1725,1662
413934,Rusk County,53338,28082,25256,21936,20292,5342,4188,270,223,121,133,19,18,394,402,4346,3294
414086,Sabine County,10865,5328,5537,4822,5003,385,413,38,31,11,23,0,2,72,65,185,170
414238,San Augustine County,8846,4357,4489,3307,3317,955,1084,29,18,8,14,0,0,58,56,284,252
414390,San Jacinto County,26445,13236,13209,11432,11440,1374,1383,118,105,63,66,7,4,242,211,1487,1415
414542,San Patricio County,64483,31997,32486,30437,30925,622,544,257,247,279,336,37,30,365,404,17398,17851
414694,San Saba County,6133,3364,2769,3101,2667,187,15,34,36,7,6,0,0,35,45,1011,713
414846,Schleicher County,3500,1751,1749,1704,1691,23,20,7,8,1,3,0,0,16,27,777,772
414998,Scurry County,16940,9031,7909,8158,7451,635,232,93,69,45,43,3,2,97,112,3381,2800
415150,Shackelford County,3368,1629,1739,1573,1682,19,18,12,6,1,8,0,1,24,24,173,167
415302,Shelby County,25436,12587,12849,10168,10177,2156,2405,100,101,50,50,4,2,109,114,2246,1937
415454,Sherman County,3027,1554,1473,1505,1436,12,3,15,18,8,7,0,0,14,9,641,585
415606,Smith County,210470,101842,108628,80464,84051,17751,20627,840,880,1316,1472,48,68,1423,1530,18821,17559
415758,Somervell County,8499,4183,4316,4000,4109,35,32,49,55,31,35,3,1,65,84,821,811
415910,Starr County,61172,29545,31627,29332,31389,49,54,56,61,71,75,0,0,37,48,28239,30293
416062,Stephens County,9607,4963,4644,4688,4497,154,64,46,35,23,14,1,1,51,33,1110,905
416214,Sterling County,1138,573,565,542,538,10,4,12,16,0,0,0,0,9,7,185,176
416366,Stonewall County,1495,724,771,678,722,26,19,7,10,5,9,0,0,8,11,99,109
416518,Sutton County,4060,1992,2068,1950,2021,20,10,11,15,5,6,0,0,6,16,1207,1231
416670,Swisher County,7891,4166,3725,3632,3425,409,188,44,53,10,10,2,2,69,47,1711,1480
416822,Tarrant County,1816528,890836,925692,689400,704057,130246,147569,8359,8134,42825,45108,1923,1932,18083,18892,247108,238866
416974,Taylor County,131868,64250,67618,55820,58983,5256,5034,603,643,908,1334,93,88,1570,1536,14564,14776
417126,Terrell County,1009,523,486,500,467,5,1,13,11,4,0,0,0,1,7,242,237
417278,Terry County,12663,6725,5938,6151,5565,427,229,54,57,22,27,0,1,71,59,3338,2898
417430,Throckmorton County,1632,801,831,787,804,3,8,4,7,2,5,0,0,5,7,68,87
417582,Titus County,32401,16000,16401,13777,14014,1525,1701,377,344,130,150,26,20,165,172,6646,6233
417734,Tom Green County,110676,54248,56428,49523,51818,2513,2299,610,569,564,673,68,61,970,1008,19438,20165
417886,Travis County,1030431,519645,510786,424812,412657,44611,47682,7564,6976,30672,31298,578,532,11408,11641,177142,167970
418038,Trinity County,14710,7143,7567,6358,6625,644,764,27,60,21,24,0,3,93,91,615,510
418190,Tyler County,21760,11731,10029,9844,8997,1655,844,84,53,30,28,2,3,116,104,1214,288
418342,Upshur County,39379,19504,19875,17263,17447,1652,1792,176,190,70,93,7,5,336,348,1369,1267
418494,Upton County,3343,1667,1676,1574,1569,30,39,44,48,2,2,0,0,17,18,809,828
418646,Uvalde County,26447,12946,13501,12505,13098,137,102,152,123,67,87,7,12,78,79,8973,9375
418798,Val Verde County,49011,24610,24401,23582,23521,467,357,185,155,119,149,33,30,224,189,19264,20005
418950,Van Zandt County,52623,25880,26743,24410,25255,735,731,275,241,88,115,18,16,354,385,2648,2207
419102,Victoria County,86860,42417,44443,38210,40019,2821,3019,372,321,466,517,36,28,512,539,18922,19320
419254,Walker County,68213,40166,28047,29026,21419,9980,5546,279,229,363,331,18,27,500,495,7178,4360
419406,Waller County,43455,21605,21850,15392,15088,5416,6046,366,305,141,111,17,17,273,283,6631,5815
419558,Ward County,10604,5116,5488,4669,5022,271,289,67,74,19,28,2,3,88,72,2481,2595
419710,Washington County,33726,16592,17134,13159,13560,2960,3073,60,79,234,251,8,5,171,166,2485,2197
419862,Webb County,251337,122011,129326,119329,126786,786,595,657,677,798,849,49,50,392,369,116060,124483
420014,Wharton County,41312,20299,21013,17071,17508,2868,3145,122,103,84,89,5,9,149,159,7911,7590
420166,Wheeler County,5396,2655,2741,2528,2587,59,69,33,33,8,16,0,0,27,36,696,645
420318,Wichita County,131809,67739,64070,56267,53807,7745,6476,873,803,1288,1494,78,63,1488,1427,11940,10102
420470,Wilbarger County,13502,6735,6767,5899,5992,586,524,81,89,57,59,6,5,106,98,1799,1731
420622,Willacy County,22201,12068,10133,11425,9877,416,118,52,45,121,35,6,8,48,50,10355,9015
420774,Williamson County,426488,209975,216513,179285,184052,13531,14119,1862,1827,10092,11285,275,288,4930,4942,49651,49572
420926,Wilson County,43075,21430,21645,20535,20668,388,346,175,201,57,138,9,6,266,286,8183,8309
421078,Winkler County,7080,3542,3538,3345,3320,102,107,57,68,14,12,0,0,24,31,1930,1897
421230,Wise County,59108,29786,29322,28546,28244,447,239,289,273,117,145,9,12,378,409,5303,4857
421382,Wood County,42007,20627,21380,19078,19837,1018,994,203,180,77,101,10,12,241,256,1928,1659
421534,Yoakum County,7845,3876,3969,3708,3786,42,54,72,63,18,17,2,0,34,49,2306,2306
421686,Young County,18543,9156,9387,8761,8980,137,122,110,109,39,48,2,4,107,124,1649,1395
421838,Zapata County,14075,7073,7002,7017,6941,13,7,21,22,12,23,0,0,10,9,6587,6559
421990,Zavala County,11711,5793,5918,5670,5780,47,61,38,35,6,7,8,8,24,27,5432,5556
422142,Beaver County,6653,3427,3226,3266,3085,14,8,56,44,37,38,16,7,38,44,380,348
422294,Box Elder County,50160,25298,24862,24234,23810,120,87,264,265,217,250,52,50,411,400,2220,1965
422446,Cache County,113367,56390,56977,52969,53767,531,351,493,517,1165,1155,305,250,927,937,5818,5459
422598,Carbon County,21421,10620,10801,10116,10367,75,39,152,131,67,70,15,16,195,178,1347,1326
422750,Daggett County,1074,603,471,583,459,4,0,7,6,4,1,0,1,5,4,24,9
422902,Davis County,307929,154648,153281,144437,143133,2306,1776,976,890,2461,3249,1078,899,3390,3334,13182,12822
423054,Duchesne County,18631,9471,9160,8763,8392,41,15,426,479,24,32,33,21,184,221,625,519
423206,Emery County,10992,5600,5392,5472,5257,17,16,48,53,17,21,7,2,39,43,342,311
423358,Garfield County,5185,2679,2506,2561,2383,17,8,52,46,18,42,4,6,27,21,146,104
423510,Grand County,9306,4692,4614,4344,4280,29,13,210,191,38,43,2,1,69,86,450,457
423662,Iron County,46267,23011,23256,21631,21839,155,103,530,571,180,231,87,74,428,438,1839,1742
423814,Juab County,10259,5235,5024,5085,4877,14,18,47,45,10,14,12,9,67,61,196,191
423966,Kane County,7139,3525,3614,3400,3511,9,10,57,51,15,13,0,3,44,26,150,121
424118,Millard County,12514,6377,6137,6110,5894,28,16,114,104,51,40,9,7,65,76,886,707
424270,Morgan County,9528,4795,4733,4715,4647,10,9,7,10,17,27,5,5,41,35,95,136
424422,Piute County,1556,796,760,773,743,1,1,7,7,3,3,1,1,11,5,51,57
424574,Rich County,2251,1166,1085,1147,1065,0,0,7,9,2,5,1,0,9,6,58,38
424726,Salt Lake County,1033182,519678,513504,464592,460329,10672,8332,6758,6313,17001,18492,8427,8133,12228,11905,91422,85522
424878,San Juan County,14826,7430,7396,3551,3444,18,10,3680,3796,17,23,6,0,158,123,342,320
425030,Sanpete County,27879,14592,13287,13672,12762,227,42,283,143,87,96,99,56,224,188,1568,1059
425182,Sevier County,20812,10507,10305,10199,9951,25,14,127,151,25,44,20,15,111,130,504,440
425334,Summit County,36512,18816,17696,18146,16978,122,85,85,87,218,270,23,27,222,249,2227,1992
425486,Tooele County,58517,29471,29046,28002,27617,256,192,363,307,165,243,124,115,561,572,3447,3257
425638,Uintah County,32444,16466,15978,14705,14125,84,47,1215,1358,88,96,60,43,314,309,1295,1035
425790,Utah County,520011,260614,259397,245315,244309,1867,1477,2049,1954,3363,4105,2245,1898,5775,5654,28752,27470
425942,Wasatch County,23639,12023,11616,11622,11233,57,35,89,91,88,110,23,10,144,137,1654,1531
426094,Washington County,138424,68442,69982,64371,65928,585,465,1149,1190,412,621,642,543,1283,1235,7103,6432
426246,Wayne County,2765,1399,1366,1357,1325,0,2,11,13,10,8,2,2,19,16,59,65
426398,Weber County,232183,116531,115652,108563,107894,2070,1596,1362,1440,1472,1780,366,351,2698,2591,19952,19070
426550,Addison County,36820,18354,18466,17595,17663,182,122,48,44,248,298,2,3,279,336,403,276
426702,Bennington County,37105,17965,19140,17369,18572,176,143,74,39,124,153,10,10,212,223,238,282
426854,Caledonia County,31181,15483,15698,14974,15204,116,67,77,70,114,136,0,1,202,220,163,159
427006,Chittenden County,156805,76425,80380,70925,74620,1809,1595,208,233,2050,2470,32,22,1401,1440,1408,1523
427158,Essex County,6302,3187,3115,3118,3029,11,8,21,16,3,16,0,0,34,46,34,29
427310,Franklin County,47797,23742,24055,22735,23115,138,88,255,242,109,131,8,6,497,473,298,283
427462,Grand Isle County,6952,3464,3488,3308,3326,16,13,37,37,7,14,1,5,95,93,40,36
427614,Lamoille County,24537,12275,12262,11904,11903,95,61,57,43,60,70,2,3,157,182,163,161
427766,Orange County,28952,14440,14512,14082,14105,61,54,37,48,55,83,3,2,202,220,135,148
427918,Orleans County,27246,13619,13627,13191,13227,99,63,69,60,38,64,3,7,219,206,174,137
428070,Rutland County,61585,30345,31240,29503,30432,221,121,82,76,147,228,8,3,384,380,338,347
428222,Washington County,59570,29427,30143,28347,29076,288,173,86,78,216,294,8,4,482,518,508,498
428374,Windham County,44509,21870,22639,20995,21628,233,219,51,69,183,286,14,11,394,426,422,416
428526,Windsor County,56623,27748,28875,26821,27852,201,145,92,72,212,312,8,6,414,488,341,347
428678,Accomack County,33165,16165,17000,11362,11491,4331,5056,104,93,89,105,30,24,249,231,1558,1265
428830,Albemarle County,99236,47722,51514,39526,42571,4693,5104,197,182,2234,2479,37,33,1035,1145,2913,2515
428982,Alleghany County,16211,7949,8262,7412,7746,383,377,15,15,20,20,5,7,114,97,101,79
429134,Amelia County,12742,6248,6494,4749,4780,1357,1575,45,30,12,20,2,4,83,85,176,114
429286,Amherst County,32385,15475,16910,11940,13147,3029,3167,135,161,51,104,4,3,316,328,338,283
429438,Appomattox County,15035,7311,7724,5726,5968,1423,1599,21,17,16,21,1,4,124,115,92,80
429590,Arlington County,209429,104458,104971,82093,80239,8925,9538,948,824,9339,11162,142,121,3011,3087,16382,15476
429742,Augusta County,73478,37243,36235,34616,34555,1977,942,84,83,179,219,15,10,372,426,839,687
429894,Bath County,4712,2377,2335,2225,2204,131,103,3,2,3,5,0,0,15,21,67,36
430046,Bedford County,74997,36985,38012,33561,34351,2557,2679,98,101,342,437,7,10,420,434,642,592
430198,Bland County,6810,3754,3056,3520,2995,194,33,0,1,11,7,1,0,28,20,27,14
430350,Botetourt County,33182,16439,16743,15603,15927,560,478,55,38,71,115,2,3,148,182,180,180
430502,Brunswick County,17413,9140,8273,3661,3487,5346,4658,24,24,21,28,5,3,83,73,183,109
430654,Buchanan County,24040,12289,11751,11627,11602,567,57,8,16,27,28,2,0,58,48,53,46
430806,Buckingham County,17111,9471,7640,5758,4967,3522,2485,32,24,35,29,3,2,121,133,178,110
430958,Campbell County,54934,26708,28226,22188,23338,3732,4081,73,75,280,289,7,13,428,430,516,401
431110,Caroline County,28643,14101,14542,9395,9605,4123,4295,118,96,84,112,14,8,367,426,501,481
431262,Carroll County,30086,14841,15245,14582,15002,101,88,44,37,19,35,6,7,89,76,417,364
431414,Charles City County,7271,3576,3695,1560,1455,1681,1844,234,281,6,20,2,3,93,92,44,45
431566,Charlotte County,12547,6167,6380,4287,4262,1758,1992,22,17,8,18,0,0,92,91,151,89
431718,Chesterfield County,317312,152872,164440,110464,115425,32725,38557,1006,861,4986,5613,182,155,3509,3829,12204,10913
431870,Clarke County,14038,6987,7051,6384,6445,373,368,17,26,68,78,4,3,141,131,255,236
432022,Craig County,5176,2561,2615,2531,2584,3,2,6,6,1,7,0,0,20,16,14,25
432174,Culpeper County,46848,23764,23084,18592,18482,4060,3506,163,142,319,365,37,27,593,562,2283,1870
432326,Cumberland County,10044,4867,5177,3230,3258,1515,1788,21,18,17,20,0,0,84,93,98,86
432478,Dickenson County,15870,7941,7929,7858,7837,24,30,17,12,7,14,0,0,35,36,41,47
432630,Dinwiddie County,28019,13743,14276,9086,9052,4379,4903,52,50,39,86,5,5,182,180,350,334
432782,Essex County,11147,5269,5878,3095,3368,1968,2279,48,39,25,62,17,9,116,121,214,138
432934,Fairfax County,1086835,537067,549768,372840,373137,49617,53954,3625,3282,93105,101370,617,554,17263,17471,86848,82757
433086,Fauquier County,65481,32319,33162,28427,29016,2663,2754,147,135,363,492,30,29,689,736,2153,2034
433238,Floyd County,15355,7710,7645,7447,7383,146,145,17,5,13,25,0,1,87,86,239,168
433390,Fluvanna County,25760,11846,13914,9868,11194,1663,2317,20,32,60,97,4,8,231,266,382,379
433542,Franklin County,56202,27740,28462,24870,25515,2312,2348,141,116,108,150,16,7,293,326,765,658
433694,Frederick County,78584,39041,39543,35963,36549,1772,1540,177,165,419,569,28,21,682,699,2658,2525
433846,Giles County,17317,8487,8830,8217,8584,147,132,15,12,30,28,0,0,78,74,110,100
433998,Gloucester County,36939,18297,18642,16097,16358,1595,1646,83,73,118,177,9,6,395,382,456,493
434150,Goochland County,21739,10779,10960,8325,8676,2186,2000,26,30,109,128,3,2,130,124,208,243
434302,Grayson County,15496,7591,7905,7327,7665,174,153,17,14,5,17,2,2,66,54,235,185
434454,Greene County,18480,9090,9390,8163,8418,595,595,23,24,121,154,5,2,183,197,412,385
434606,Greensville County,12213,7648,4565,2909,1843,4651,2659,15,15,21,14,1,0,51,34,119,62
434758,Halifax County,36154,17226,18928,10754,11469,6169,7136,51,51,70,71,2,4,180,197,313,273
434910,Hanover County,99937,49094,50843,42987,44295,4589,4853,199,219,631,753,26,26,662,697,1137,992
435062,Henrico County,307639,144587,163052,89542,97749,41191,51038,613,577,10295,10396,97,82,2849,3210,7880,7225
435214,Henry County,54116,26061,28055,19792,21145,5654,6278,82,84,118,132,9,4,406,412,1371,1163
435366,Highland County,2294,1144,1150,1134,1141,4,3,3,2,1,2,0,0,2,2,12,6
435518,Isle of Wight County,35310,17202,18108,12659,12834,4061,4719,70,69,121,167,8,7,283,312,326,339
435670,James City County,67740,32691,35049,26773,28551,4309,4696,106,98,693,889,21,37,789,778,1566,1527
435822,King and Queen County,6970,3475,3495,2382,2343,954,1033,69,48,5,13,0,0,65,58,124,67
435974,King George County,23680,11925,11755,9332,9005,2091,2187,64,61,115,168,9,4,314,330,401,390
436126,King William County,15986,7790,8196,6119,6319,1321,1504,121,107,56,69,1,4,172,193,178,156
436278,Lancaster County,11371,5331,6040,3777,4209,1465,1730,8,14,28,39,0,0,53,48,55,66
436430,Lee County,25532,13327,12205,12171,12012,918,65,79,28,35,24,8,1,116,75,350,57
436582,Loudoun County,315600,155756,159844,115200,116712,11529,12324,728,739,23058,24742,182,174,5059,5153,19921,19364
436734,Louisa County,33360,16418,16942,13078,13373,2850,3048,63,63,59,105,8,7,360,346,418,361
436886,Lunenburg County,12905,6848,6057,4211,3881,2506,2026,18,27,9,16,8,8,96,99,276,198
437038,Madison County,13287,6481,6806,5609,5966,696,616,20,10,31,47,0,4,125,163,122,105
437190,Mathews County,8960,4355,4605,3844,4072,398,422,14,7,11,22,2,3,86,79,56,49
437342,Mecklenburg County,32701,16212,16489,9786,10075,6048,6036,42,35,107,120,10,5,219,218,488,309
437494,Middlesex County,10971,5471,5500,4302,4459,1049,922,18,16,13,28,2,3,87,72,113,57
437646,Montgomery County,94597,48940,45657,42830,40579,2012,1784,146,116,2917,2329,32,18,1003,831,1394,1202
437798,Nelson County,14992,7289,7703,6206,6452,916,1054,30,24,22,50,2,3,113,120,272,187
437950,New Kent County,18559,9439,9120,7709,7547,1356,1167,109,86,71,97,2,1,192,222,222,175
438102,Northampton County,12388,5927,6461,3738,3816,2034,2502,16,12,38,48,15,8,86,75,534,359
438254,Northumberland County,12347,6013,6334,4434,4560,1481,1661,7,13,15,22,7,4,69,74,222,162
438406,Nottoway County,15833,8366,7467,4756,4468,3456,2825,45,48,32,20,12,2,65,104,367,243
438558,Orange County,33481,16421,17060,13741,14272,2162,2161,44,55,100,162,13,14,361,396,615,523
438710,Page County,24053,11841,12212,11404,11805,269,215,25,20,28,53,3,3,112,116,204,172
438862,Patrick County,18470,9072,9398,8390,8692,534,553,36,33,18,33,3,3,91,84,233,208
439014,Pittsylvania County,63611,31367,32244,24006,24442,6858,7278,87,70,78,114,13,6,325,334,795,580
