,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE
5130,Dyer County,37291,17907,19384,15348,16371,2307,2713,38,49,76,88,3,6,135,157,381,267
5358,Fayette County,33137,16296,16841,11120,11224,4815,5230,34,28,189,219,1,1,137,139,292,237
5586,Fentress County,16846,8269,8577,8182,8502,34,16,16,9,6,10,0,0,31,40,56,73
5814,Franklin County,40354,19708,20646,18309,19073,1054,1210,42,52,92,97,7,7,204,207,471,356
6042,Gibson County,47792,22649,25143,18067,19718,4308,5117,45,54,46,56,4,4,179,194,383,259
6270,Giles County,29048,14127,14921,12301,12903,1593,1746,45,45,53,80,2,1,133,146,153,146
6498,Grainger County,21702,10795,10907,10627,10746,80,67,18,15,5,13,0,5,65,61,178,131
6726,Greene County,64159,31307,32852,30261,31746,729,720,54,63,83,108,7,9,173,206,681,351
6954,Grundy County,14310,7042,7268,6914,7158,41,21,30,16,12,12,0,0,45,61,84,74
7182,Hamblen County,59278,29377,29901,27585,28023,1143,1267,104,87,211,233,40,17,294,274,3208,1886
7410,Hamilton County,319905,153208,166697,118887,126783,29719,35241,537,508,2330,2410,145,99,1590,1656,4061,3425
7638,Hancock County,6645,3269,3376,3210,3325,20,12,12,6,1,4,1,0,25,29,11,13
7866,Hardeman County,27803,15029,12774,8553,7566,6199,5075,69,8,55,41,2,3,151,81,231,106
8094,Hardin County,25598,12558,13040,11939,12345,457,540,31,34,19,28,14,2,98,91,174,158
8322,Hawkins County,55381,26938,28443,26241,27613,414,484,49,52,67,111,6,2,161,181,267,240
8550,Haywood County,19590,9127,10463,4613,4965,4442,5415,12,15,10,23,7,2,43,43,391,328
8778,Henderson County,25892,12453,13439,11256,12204,1027,1063,18,21,16,24,2,1,134,126,164,136
9006,Henry County,31077,15017,16060,13520,14363,1264,1441,40,25,53,57,6,4,134,170,188,156
9234,Hickman County,23377,12316,11061,11362,10622,777,264,71,47,7,17,3,0,96,111,144,115
9462,Houston County,7879,3883,3996,3679,3799,143,137,7,11,4,6,2,3,48,40,87,81
9690,Humphreys County,17842,8759,9083,8368,8660,274,286,23,29,25,28,1,1,68,79,91,101
9918,Jackson County,11069,5439,5630,5325,5537,43,27,19,18,2,13,1,1,49,34,69,52
10146,Jefferson County,47274,23345,23929,22424,23028,570,536,90,70,72,93,9,8,180,194,521,386
10374,Johnson County,17917,9684,8233,9134,8098,466,48,35,28,7,15,3,1,39,43,97,67
10602,Knox County,403432,195578,207854,172888,182720,16608,19066,660,607,3156,3056,77,93,2189,2312,3757,3509
10830,Lake County,7616,4736,2880,2692,2247,1951,602,29,2,10,6,0,0,54,23,65,42
11058,Lauderdale County,26637,13938,12699,8688,8418,4963,4032,93,90,72,56,4,2,118,101,214,148
11286,Lawrence County,40484,19622,20862,19005,20237,352,334,75,61,32,65,4,9,154,156,276,210
11514,Lewis County,11372,5619,5753,5423,5575,126,101,15,10,14,24,0,0,41,43,86,64
11742,Lincoln County,31765,15389,16376,14045,14777,1009,1246,79,81,51,73,4,5,201,194,232,205
11970,Loudon County,42139,20658,21481,20113,20869,262,275,62,72,39,68,5,4,177,193,788,587
12198,McMinn County,50498,24488,26010,22863,24336,1105,1125,76,75,183,199,6,6,255,269,652,485
12426,McNairy County,24834,12058,12776,11110,11764,780,833,26,24,12,23,3,11,127,121,172,125
12654,Macon County,21131,10505,10626,10297,10435,87,62,42,49,17,32,8,6,54,42,385,195
12882,Madison County,94208,45361,48847,30091,31289,14449,16690,79,88,320,371,11,6,411,403,1397,819
13110,Marion County,27737,13585,14152,12867,13329,537,621,40,41,35,44,0,3,106,114,143,95
13338,Marshall County,27776,13655,14121,12475,12797,1000,1120,32,36,41,54,2,2,105,112,666,368
13566,Maury County,74235,36179,38056,30833,31852,4648,5503,123,140,163,173,12,9,400,379,1869,1212
13794,Meigs County,11381,5660,5721,5503,5564,108,89,11,17,4,16,0,0,34,35,42,49
14022,Monroe County,41871,20635,21236,19778,20349,435,468,77,71,98,109,4,11,243,228,556,475
14250,Montgomery County,141464,69443,72021,52702,53487,13619,14362,379,366,958,1828,144,146,1641,1832,3282,3751
14478,Moore County,5923,2971,2952,2845,2830,93,95,6,5,4,4,0,0,23,18,35,17
14706,Morgan County,20020,10676,9344,10148,9193,456,40,18,28,5,22,1,0,48,61,91,73
14934,Obion County,32090,15497,16593,13858,14669,1462,1726,22,24,27,50,10,2,118,122,566,398
15162,Overton County,20358,9988,10370,9818,10221,73,51,27,31,10,9,7,3,53,55,108,80
15390,Perry County,7594,3768,3826,3627,3694,80,72,18,9,2,5,7,4,34,42,48,39
15618,Pickett County,4836,2400,2436,2381,2414,8,3,4,4,0,2,0,0,7,13,30,16
15846,Polk County,15777,7864,7913,7678,7755,63,34,28,25,7,12,1,2,87,85,88,73
16074,Putnam County,66037,32900,33137,31362,31868,747,577,86,62,395,289,39,31,271,310,1629,1125
16302,Rhea County,29358,14267,15091,13723,14462,316,344,59,59,30,56,8,1,131,169,382,276
16530,Roane County,52624,25618,27006,24428,25700,683,798,66,52,121,114,10,10,310,332,219,234
16758,Robertson County,58871,29383,29488,26628,26371,2343,2682,88,82,96,118,12,8,216,227,1810,962
16986,Rutherford County,210774,104783,105991,90116,90342,10736,11676,328,317,2412,2465,52,40,1139,1151,5046,3584
17214,Scott County,21546,10663,10883,10497,10725,35,15,23,34,11,17,0,0,97,92,72,61
17442,Sequatchie County,12362,6105,6257,6009,6163,34,21,23,16,10,25,1,2,28,30,67,52
17670,Sevier County,77311,37873,39438,36858,38443,338,310,126,126,245,244,9,8,297,307,698,647
17898,Shelby County,908922,434073,474849,208006,214468,211749,245743,1368,1220,8777,9044,330,287,3843,4087,18928,13516
18126,Smith County,18263,9008,9255,8645,8852,228,273,37,35,14,16,1,0,83,79,170,98
18354,Stewart County,12669,6262,6407,5966,6065,130,116,39,38,61,115,2,4,64,69,82,80
18582,Sullivan County,151601,73150,78451,70457,75767,1606,1574,184,180,365,397,12,10,526,523,691,704
18810,Sumner County,140853,69222,71631,63597,65421,4202,4756,237,194,548,582,26,30,612,648,1938,1444
19038,Tipton County,53942,26552,27390,21142,21331,4912,5542,114,87,78,134,18,13,288,283,470,401
19266,Trousdale County,7301,3641,3660,3210,3213,384,406,6,13,4,4,2,0,35,24,108,62
19494,Unicoi County,17633,8625,9008,8491,8879,50,32,29,23,4,11,2,3,49,60,263,206
19722,Union County,18570,9239,9331,9067,9175,55,37,26,18,11,18,3,0,77,83,88,81
19950,Van Buren County,5377,2683,2694,2647,2672,17,3,5,5,0,4,0,0,14,10,13,7
20178,Warren County,39184,19396,19788,18457,18785,626,668,45,44,103,117,17,6,148,168,1788,820
20406,Washington County,111133,53992,57141,50572,53787,2276,2197,154,118,451,458,10,15,529,566,1083,999
20634,Wayne County,16761,9284,7477,8002,7317,1177,69,20,16,24,28,1,1,60,46,85,70
20862,Weakley County,33544,16324,17220,14776,15506,1071,1273,27,32,310,286,1,1,139,122,263,217
21090,White County,23885,11716,12169,11337,11806,215,204,31,22,31,41,6,6,96,90,163,120
21318,Williamson County,146014,72081,73933,66586,67827,3593,3996,157,135,1189,1373,13,26,543,576,2600,2209
21546,Wilson County,97013,48017,48996,43946,44689,3198,3388,160,162,259,331,21,18,433,408,964,894
114,Anderson County,55573,33822,21751,23714,17728,9442,3513,275,94,158,166,12,9,221,241,5274,1983
342,Andrews County,12794,6303,6491,5993,6192,144,128,71,58,43,61,1,4,51,48,2796,2797
570,Angelina County,80926,39768,41158,33363,34042,5626,6232,142,160,316,341,7,15,314,368,7041,6271
798,Aransas County,23748,11740,12008,10949,11238,206,189,73,80,370,330,7,7,135,164,2603,2632
1026,Archer County,8987,4517,4470,4378,4343,43,43,39,25,6,5,2,1,49,53,314,255
1254,Armstrong County,2094,1006,1088,985,1070,8,2,6,10,0,0,0,0,7,6,75,76
1482,Atascosa County,42079,20762,21317,20021,20671,262,225,200,187,119,104,15,15,145,115,12501,12681
1710,Austin County,25518,12574,12944,11175,11348,1203,1405,35,37,39,48,2,4,120,102,2536,2222
1938,Bailey County,6557,3215,3342,3090,3220,59,53,28,30,9,5,3,0,26,34,1676,1642
2166,Bandera County,19294,9606,9688,9314,9375,82,90,93,80,19,33,5,5,93,105,1529,1482
2394,Bastrop County,67559,34540,33019,30522,29269,3051,2826,309,225,232,248,29,27,397,424,9834,8366
2622,Baylor County,3932,1866,2066,1754,1948,69,67,16,15,10,20,3,2,14,14,203,212
2850,Bee County,32635,19855,12780,16253,12161,3270,326,93,89,137,109,6,7,96,88,10250,7595
3078,Bell County,255529,126464,129065,90504,91359,27811,27422,1271,1171,2462,4364,707,683,3709,4066,24217,22959
3306,Bexar County,1487463,723983,763480,638597,669949,53296,57573,7753,7798,12747,16023,1171,1230,10419,10907,410099,429769
3534,Blanco County,8856,4401,4455,4249,4312,60,58,35,22,4,12,0,1,53,50,797,736
3762,Borden County,664,334,330,328,324,0,1,1,1,0,0,0,0,5,4,46,53
3990,Bosque County,17716,8695,9021,8319,8669,203,207,60,41,9,20,3,3,101,81,1274,1131
4218,Bowie County,89652,45298,44354,33388,32696,10753,10540,331,279,236,268,22,17,568,554,3388,1220
4446,Brazoria County,267879,138115,129764,116892,112017,14377,11071,884,696,4350,4398,64,66,1548,1516,35128,30909
4674,Brazos County,161181,81714,79467,68391,65970,7881,9042,389,402,4102,3115,86,70,865,868,16863,14975
4902,Brewster County,9182,4598,4584,4332,4359,141,69,39,65,23,16,2,5,61,70,2039,2031
5130,Briscoe County,1662,821,841,788,797,27,24,2,6,0,1,0,0,4,13,210,219
5358,Brooks County,7617,3677,3940,3620,3888,23,14,22,26,3,6,2,4,7,2,3374,3589
5586,Brown County,37960,18824,19136,17520,18048,915,675,115,124,95,92,1,4,178,193,3358,3080
5814,Burleson County,16723,8151,8572,6885,7069,1133,1344,35,54,16,20,3,1,79,84,1388,1258
6042,Burnet County,39869,19230,20639,18607,19787,249,435,127,128,65,84,12,15,170,190,3308,3124
6270,Caldwell County,36076,17876,18200,16060,16174,1389,1611,132,115,108,99,10,10,177,191,7856,7597
6498,Calhoun County,20347,10210,10137,9377,9339,285,270,64,57,387,387,14,9,83,75,4443,4334
6726,Callahan County,13105,6345,6760,6141,6520,83,77,46,54,22,36,3,4,50,69,528,447
6954,Cameron County,364330,175034,189296,170295,184474,1738,1644,1061,1105,1043,1160,101,111,796,802,148427,162439
7182,Camp County,11865,5791,6074,4713,4801,968,1161,25,26,30,25,7,7,48,54,1205,1016
7410,Carson County,6329,3103,3226,2987,3125,44,29,39,32,4,5,0,1,29,34,261,257
7638,Cass County,29545,14233,15312,11415,11921,2554,3135,72,74,15,33,6,4,171,145,339,307
7866,Castro County,7592,3820,3772,3627,3581,111,94,61,72,2,0,4,2,15,23,2053,1948
8094,Chambers County,27682,13899,13783,12152,11939,1418,1535,81,64,128,128,0,0,120,117,2159,1770
8322,Cherokee County,47384,23886,23498,19650,19639,3734,3362,125,132,108,124,20,10,249,231,4359,3200
8550,Childress County,7587,4579,3008,3493,2762,1000,182,18,14,18,11,6,6,44,33,1117,586
8778,Clay County,11321,5539,5782,5360,5603,52,33,60,69,2,10,1,0,64,67,261,252
9006,Cochran County,3306,1570,1736,1454,1600,86,103,18,17,4,6,2,0,6,10,755,824
9234,Coke County,3604,1824,1780,1714,1745,78,2,15,18,3,5,1,0,13,10,363,329
9462,Coleman County,8656,4166,4490,3962,4274,115,115,31,30,16,23,0,1,42,47,676,615
9690,Collin County,627748,314561,313187,261281,257301,19536,21166,1804,1815,27173,27801,194,201,4573,4903,42428,36182
9918,Collingsworth County,3028,1459,1569,1329,1415,76,104,31,25,3,3,0,0,20,22,372,368
10146,Colorado County,20413,9993,10420,8428,8659,1371,1604,62,38,39,44,7,5,86,70,2333,2101
10374,Comal County,90995,44909,46086,43266,44394,709,690,280,236,227,312,15,27,412,427,11042,10791
10602,Comanche County,13482,6603,6879,6417,6698,66,34,49,55,11,32,2,3,58,57,1565,1449
10830,Concho County,3742,2469,1273,2405,1245,40,2,10,13,1,3,4,0,9,10,1216,385
11058,Cooke County,37918,18768,19150,17604,18050,647,588,216,211,86,94,7,3,208,204,2516,2087
11286,Coryell County,72666,36218,36448,26619,26101,7443,7893,421,387,477,843,236,193,1022,1031,5069,4541
11514,Cottle County,1702,804,898,710,785,88,99,0,0,0,0,0,0,6,14,196,180
11742,Crane County,3801,1835,1966,1731,1850,67,76,28,25,4,10,0,0,5,5,902,932
11970,Crockett County,3870,1914,1956,1850,1901,25,15,18,23,5,6,4,2,12,9,1046,1071
12198,Crosby County,6627,3175,3452,2976,3228,142,165,31,30,4,2,2,8,20,19,1582,1682
12426,Culberson County,2665,1341,1324,1298,1293,18,10,7,7,13,9,0,0,5,5,913,970
12654,Dallam County,6071,3088,2983,2942,2847,73,61,33,37,7,10,0,0,33,28,966,909
12882,Dallas County,2297435,1156893,1140542,865021,813731,218292,254684,8456,8008,50533,49271,1433,1384,13158,13464,438188,362408
13110,Dawson County,14011,7850,6161,6692,5827,1052,244,28,25,31,24,0,0,47,41,3875,3063
13338,Deaf Smith County,18311,8952,9359,8598,9000,154,172,95,99,43,38,16,20,46,30,5481,5611
13566,Delta County,5508,2689,2819,2409,2487,215,255,23,27,1,6,2,0,39,44,141,110
13794,Denton County,533323,265916,267407,229144,227820,17603,19412,1858,1871,13213,14105,167,186,3931,4013,42577,37376
14022,DeWitt County,20044,10344,9700,8800,8671,1351,889,86,39,30,29,5,7,72,65,3070,2712
14250,Dickens County,2652,1519,1133,1291,1071,205,36,3,8,3,2,8,5,9,11,435,273
14478,Dimmit County,9942,4823,5119,4656,4953,67,63,38,38,43,39,4,3,15,23,4013,4308
14706,Donley County,3941,1907,2034,1781,1883,95,106,16,20,0,5,0,0,15,20,160,151
14934,Duval County,12583,6405,6178,6272,6061,74,22,39,53,8,10,1,3,11,29,5580,5492
15162,Eastland County,18281,8862,9419,8450,9092,282,181,48,51,12,26,5,0,65,69,1245,1167
15390,Ector County,123243,60091,63152,55610,58200,2831,3118,636,701,429,482,34,42,551,609,28409,28898
15618,Edwards County,1952,1004,948,941,907,41,20,9,8,2,5,5,2,6,6,487,445
15846,Ellis County,127171,63312,63859,56683,56538,5301,5916,417,408,273,352,14,19,624,626,14235,12111
16074,El Paso County,702433,338038,364395,313813,341075,12844,10967,3629,3848,3587,4455,544,542,3621,3508,267817,297436
16302,Erath County,34226,16911,17315,16229,16730,241,166,123,137,154,132,12,4,152,146,2968,2628
16530,Falls County,17636,8166,9470,6102,6549,1943,2780,65,47,13,21,2,5,41,68,1586,1522
16758,Fannin County,32247,17125,15122,14961,13919,1727,795,172,166,62,48,3,5,200,189,1360,806
16986,Fayette County,22332,10841,11491,9952,10477,753,868,54,45,24,35,3,9,55,57,1769,1557
17214,Fisher County,4046,1970,2076,1871,1976,73,75,9,9,3,4,0,0,14,12,440,460
17442,Floyd County,7131,3451,3680,3245,3459,138,143,30,46,11,9,5,5,22,18,1656,1712
17670,Foard County,1507,715,792,672,741,23,36,8,8,2,1,0,0,10,6,135,138
17898,Fort Bend County,437642,218154,219488,141347,138921,43319,46639,931,842,29700,30244,114,122,2743,2720,50682,47986
18126,Franklin County,9859,4823,5036,4495,4717,247,235,32,43,12,10,0,0,37,31,518,439
18354,Freestone County,18484,9754,8730,7707,7088,1903,1519,50,28,27,27,1,3,66,65,1091,680
18582,Frio County,16161,8849,7312,7897,7138,794,46,70,52,54,46,7,3,27,27,6251,5746
18810,Gaines County,14226,7014,7212,6678,6886,189,182,83,73,15,12,4,2,45,57,2635,2688
19038,Galveston County,269569,132165,137404,107993,109547,18580,21885,728,708,3329,3621,93,92,1442,1551,27034,25926
19266,Garza County,5007,2671,2336,2463,2166,154,124,12,12,2,3,1,4,39,27,1166,780
19494,Gillespie County,22321,10645,11676,10474,11497,53,42,52,44,11,27,2,4,53,62,2001,1833
19722,Glasscock County,1283,682,601,672,594,6,3,0,2,0,0,2,1,2,1,203,155
19950,Goliad County,6987,3482,3505,3224,3259,193,204,34,14,8,7,1,0,22,21,1270,1256
20178,Gonzales County,19299,9575,9724,8595,8619,783,879,80,76,24,48,19,19,74,83,4254,3937
20406,Gray County,21220,10828,10392,9486,9638,971,368,117,123,47,51,2,2,205,210,1915,1512
20634,Grayson County,114908,55859,59049,50549,53027,3156,3602,814,912,326,439,27,37,987,1032,5319,4529
20862,Gregg County,113735,55331,58404,43163,44774,10622,12083,350,361,510,507,23,20,663,659,7110,5837
21090,Grimes County,24989,13364,11625,10484,9399,2645,2041,50,42,61,27,8,6,116,110,2546,1848
21318,Guadalupe County,99038,48696,50342,44773,45980,2590,2726,330,294,401,653,56,66,546,623,16954,17098
21546,Hale County,35971,18263,17708,16582,16376,1252,868,205,234,80,78,8,11,136,141,9335,8839
21774,Hall County,3658,1745,1913,1553,1704,161,164,16,15,4,14,0,0,11,16,531,530
22002,Hamilton County,7965,3889,4076,3809,3998,21,17,19,22,8,5,7,3,25,31,392,328
22230,Hansford County,5111,2513,2598,2461,2533,5,6,20,28,8,16,0,0,19,15,993,941
22458,Hardeman County,4372,2082,2290,1904,2121,125,125,25,15,7,7,0,0,21,22,352,323
22686,Hardin County,49812,24521,25291,22423,23102,1707,1857,96,70,79,79,1,5,215,178,920,763
22914,Harris County,3670543,1835059,1835484,1382370,1340166,317323,360505,11577,10882,100662,101039,2499,2229,20628,20663,700505,638794
23142,Harrison County,62371,30368,32003,23080,23734,6703,7709,151,116,156,137,12,19,266,288,2451,2018
23370,Hartley County,5293,3234,2059,2744,2018,431,14,23,8,11,6,4,0,21,13,635,190
23598,Haskell County,5465,2573,2892,2418,2729,106,105,23,17,5,7,0,1,21,33,599,649
23826,Hays County,120364,60336,60028,55748,55872,2735,2308,505,396,600,700,66,45,682,707,19078,18286
24054,Hemphill County,3281,1653,1628,1569,1594,52,3,17,11,5,5,2,3,8,12,338,271
24282,Henderson County,78224,38444,39780,35195,36285,2486,2727,231,217,126,144,19,13,387,394,3710,3062
24510,Hidalgo County,646523,315040,331483,305656,322937,3588,2596,1905,1884,2442,2643,191,172,1258,1251,278909,295204
24738,Hill County,34443,16977,17466,15524,15804,1105,1317,99,86,48,50,6,2,195,207,3047,2510
24966,Hockley County,22564,11059,11505,10365,10830,439,439,129,116,32,24,7,4,87,92,4512,4518
25194,Hood County,45768,22493,23275,21849,22571,192,190,197,218,67,93,7,11,181,192,2202,1762
25422,Hopkins County,32881,16179,16702,14580,15058,1275,1298,119,132,43,61,12,11,150,142,2138,1667
25650,Houston County,23017,12350,10667,8756,7760,3440,2771,36,37,36,36,7,6,75,57,1393,629
25878,Howard County,32385,17631,14754,16343,13728,850,637,137,107,109,122,7,6,185,154,8153,4712
26106,Hudspeth County,3189,1607,1582,1545,1533,26,6,20,30,1,5,1,0,14,8,1177,1217
26334,Hunt County,81013,40351,40662,35582,35652,3593,3890,350,305,315,250,30,31,481,534,4487,3633
26562,Hutchinson County,22242,10960,11282,10251,10555,331,306,157,193,52,44,2,2,167,182,1928,1874
26790,Irion County,1702,848,854,804,815,27,29,11,6,0,0,0,0,6,4,240,224
27018,Jack County,8813,4842,3971,4292,3841,466,56,34,27,16,16,6,4,28,27,493,342
27246,Jackson County,14126,7001,7125,6376,6419,502,583,26,30,38,31,13,7,46,55,1952,1814
27474,Jasper County,35024,17044,17980,13731,14441,2963,3190,84,79,78,75,3,7,185,188,905,667
27702,Jeff Davis County,2202,1124,1078,1104,1048,11,12,4,6,0,3,0,0,5,9,409,394
27930,Jefferson County,246834,124488,122346,77037,73984,41847,43129,565,450,3802,3573,65,57,1172,1153,17555,12577
28158,Jim Hogg County,5045,2476,2569,2427,2523,20,8,19,24,5,5,0,0,5,9,2200,2292
28386,Jim Wells County,40504,19779,20725,19240,20172,180,180,147,134,107,136,22,25,83,78,15047,15892
28614,Johnson County,141338,70821,70517,66380,66365,2532,2165,461,475,508,501,159,173,781,838,11008,9279
28842,Jones County,19713,12027,7686,9701,7181,2115,327,68,50,66,40,1,1,76,87,2943,1427
29070,Karnes County,15180,9027,6153,7275,5882,1558,170,90,37,48,25,5,4,51,35,4241,3166
29298,Kaufman County,84564,41888,42676,36731,36940,4132,4656,262,255,263,285,31,20,469,520,6222,5420
29526,Kendall County,27086,13303,13783,12943,13442,120,100,72,88,41,50,6,5,121,98,2701,2474
29754,Kenedy County,423,227,196,223,187,1,2,1,2,2,5,0,0,0,0,172,152
29982,Kent County,759,359,400,356,396,0,3,2,1,0,0,0,0,1,0,43,39
30210,Kerr County,45571,21920,23651,20980,22733,462,396,146,142,123,138,10,13,199,229,4995,4869
30438,Kimble County,4509,2213,2296,2157,2257,12,7,15,6,12,14,0,1,17,11,524,495
30666,King County,317,173,144,158,142,11,0,2,2,0,0,0,0,2,0,22,18
30894,Kinney County,3261,1639,1622,1572,1551,38,38,5,11,5,4,0,0,19,18,829,813
31122,Kleberg County,30890,15477,15413,14147,14223,652,575,122,130,381,275,19,21,156,189,10229,10627
31350,Knox County,3771,1795,1976,1605,1738,141,178,23,28,7,6,2,1,17,25,475,503
31578,Lamar County,49015,23462,25553,19878,21163,2873,3606,279,290,113,129,8,9,311,356,1258,943
31806,Lamb County,14320,6948,7372,6497,6844,311,362,73,77,9,27,2,6,56,56,3311,3310
32034,Lampasas County,20217,9919,10298,9127,9452,498,502,78,70,61,121,8,8,147,145,1671,1582
32262,La Salle County,5901,3143,2758,2901,2706,210,22,12,9,10,8,1,1,9,12,2356,2214
32490,Lavaca County,18784,9081,9703,8393,8903,602,698,20,23,11,24,1,3,54,52,1268,1234
32718,Lee County,16167,8137,8030,7076,6972,930,929,51,37,19,22,1,4,60,66,1766,1516
32946,Leon County,15852,7788,8064,7016,7094,688,854,26,30,16,20,0,1,42,65,882,677
33174,Liberty County,74333,36408,37925,31444,32154,4231,5053,200,195,157,158,14,14,362,351,5157,4373
33402,Limestone County,22513,11506,11007,9117,8684,2178,2125,54,59,37,27,1,2,119,110,2049,1432
33630,Lipscomb County,2933,1439,1494,1393,1447,9,10,26,24,0,2,0,0,11,11,416,348
33858,Live Oak County,11569,6409,5160,6033,5060,293,20,31,23,14,22,1,1,37,34,2680,2041
34086,Llano County,17857,8720,9137,8529,8956,56,45,45,34,28,37,2,3,60,62,596,617
34314,Loving County,45,23,22,23,22,0,0,0,0,0,0,0,0,0,0,4,3
34542,Lubbock County,254466,124924,129542,111105,115269,9595,10275,963,950,1888,1815,80,80,1293,1153,37503,37282
34770,Lynn County,6052,3029,3023,2846,2843,112,114,38,37,8,3,1,0,24,26,1391,1345
34998,McCulloch County,7986,3795,4191,3657,4060,88,88,15,8,8,14,0,1,27,20,1127,1208
35226,McLennan County,222335,108311,114024,89514,92381,15468,18167,682,631,1370,1570,77,87,1200,1188,23233,21590
35454,McMullen County,789,395,394,387,382,4,6,1,1,3,5,0,0,0,0,137,138
35682,Madison County,13079,7728,5351,5592,4386,2013,864,30,24,47,19,3,1,43,57,1657,682
35910,Marion County,10818,5250,5568,4012,4090,1095,1332,46,52,12,12,1,0,84,82,164,147
36138,Martin County,4352,2117,2235,2042,2126,36,52,19,29,4,5,0,0,16,23,895,934
36366,Mason County,3829,1841,1988,1808,1961,3,2,16,11,1,1,1,0,12,13,416,401
36594,Matagorda County,37571,18704,18867,15702,15596,2155,2477,158,147,480,447,24,9,185,191,6674,6187
36822,Maverick County,49408,23681,25727,22864,24914,166,169,406,392,126,144,39,36,80,72,22372,24457
37050,Medina County,41868,21401,20467,20089,19750,878,252,158,158,84,120,24,20,168,167,9863,9542
37278,Menard County,2229,1113,1116,1079,1082,13,11,8,8,7,6,3,3,3,6,351,339
37506,Midland County,119145,57704,61441,52241,55299,3866,4480,451,443,623,686,31,29,492,504,19483,19880
37734,Milam County,24980,12368,12612,10901,10973,1249,1447,73,71,35,35,2,1,108,85,2688,2491
37962,Mills County,4989,2512,2477,2433,2433,54,16,9,6,0,4,3,2,13,16,398,354
38190,Mitchell County,9240,5807,3433,4571,3194,1151,160,31,35,27,13,0,2,27,29,1891,1098
38418,Montague County,19314,9343,9971,9074,9703,78,52,68,83,25,30,3,2,95,101,654,593
38646,Montgomery County,358333,178225,180108,165590,166444,7208,7821,941,929,2505,2874,87,71,1894,1969,29276,26190
38874,Moore County,19980,10077,9903,9643,9499,137,107,87,83,114,101,6,6,90,107,5196,4791
39102,Morris County,12852,6182,6670,4702,4895,1364,1631,32,40,10,20,2,6,72,78,301,266
39330,Motley County,1301,656,645,614,607,27,27,7,2,0,2,1,1,7,6,86,78
39558,Nacogdoches County,60525,29251,31274,24082,24968,4464,5584,148,159,212,262,39,31,306,270,4338,3788
39786,Navarro County,47692,23703,23989,19319,19435,3727,3990,146,102,185,145,125,95,201,222,5056,4266
40014,Newton County,14208,7260,6948,5639,5316,1478,1475,43,54,34,30,2,3,64,70,431,166
40242,Nolan County,14871,7272,7599,6747,7077,365,371,49,54,35,35,5,4,71,58,2216,2291
40470,Nueces County,315324,153954,161370,142364,148862,6670,6894,1286,1309,1902,2434,203,188,1529,1683,88559,93928
40698,Ochiltree County,8962,4494,4468,4365,4334,25,8,43,53,25,28,0,1,36,44,1803,1547
40926,Oldham County,2116,1104,1012,1037,961,38,21,19,13,1,9,1,0,8,8,149,126
41154,Orange County,83678,41102,42576,36635,37618,3420,3852,295,272,370,401,15,11,367,422,1858,1647
41382,Palo Pinto County,27086,13381,13705,12708,13030,330,329,98,98,73,96,6,3,166,149,2170,1886
41610,Panola County,22677,10963,11714,8907,9349,1891,2175,49,44,30,43,3,4,83,99,649,512
41838,Parker County,98903,50353,48550,47699,46824,1608,661,355,310,186,229,18,14,487,512,4690,3739
42066,Parmer County,9759,4841,4918,4643,4724,84,69,61,65,24,30,4,2,25,28,2649,2564
42294,Pecos County,15846,8823,7023,7925,6780,742,76,43,51,46,50,6,2,61,64,5223,4672
42522,Polk County,45714,23593,22121,19507,19272,3440,2082,386,405,89,119,1,5,170,238,2755,1814
42750,Potter County,118324,59892,58432,49732,50273,7009,5145,632,573,1580,1510,44,35,895,896,19149,17807
42978,Presidio County,7475,3584,3891,3525,3849,22,11,13,10,8,2,2,2,14,17,2933,3294
43206,Rains County,10568,5304,5264,5023,5009,171,149,52,39,19,27,1,3,38,37,450,366
43434,Randall County,108366,53006,55360,50101,52560,1185,1087,439,391,712,722,35,21,534,579,6943,6690
43662,Reagan County,3010,1507,1503,1424,1422,57,59,12,8,5,4,1,3,8,7,807,752
43890,Real County,2967,1453,1514,1419,1482,6,0,11,11,2,4,1,0,14,17,361,328
44118,Red River County,13580,6540,7040,5369,5599,1069,1295,40,54,9,8,0,1,53,83,401,277
44346,Reeves County,11572,6194,5378,5935,5149,161,139,40,42,35,28,1,4,22,16,4170,4310
44574,Refugio County,7565,3700,3865,3357,3543,279,248,21,29,13,23,0,4,30,18,1680,1743
44802,Roberts County,815,410,405,402,396,3,0,1,5,0,1,0,0,4,3,21,21
45030,Robertson County,15856,7596,8260,5798,6071,1668,2046,42,33,13,14,4,5,71,91,1265,1199
45258,Rockwall County,57969,29173,28796,26929,26460,1299,1379,119,106,513,547,15,23,298,281,4303,3538
45486,Runnels County,10674,5153,5521,4940,5322,93,89,46,44,24,25,1,3,49,38,1673,1728
45714,Rusk County,47537,24456,23081,19237,18443,4848,4225,94,114,81,96,6,4,190,199,2793,2024
45942,Sabine County,10287,4961,5326,4444,4715,450,530,23,21,3,10,1,2,40,48,113,110
46170,San Augustine County,8858,4217,4641,3111,3275,1052,1325,14,9,14,5,0,0,26,27,234,187
46398,San Jacinto County,24224,12130,12094,10431,10303,1449,1537,53,57,46,63,13,5,138,129,774,788
